CD_GEOCMU,Município,CodEstado,Estado,IDHM1991,IDHMR1991,IDHML1991,IDHME1991,R1991,IDHM2000,IDHMR2000,IDHML2000,IDHME2000,R2000,IDHM2010,IDHMR2010,IDHML2010,IDHME2010,R2010,NM_MUNNICIP
2703502,Jacuípe,27,Alagoas,0.229,0.437,0.552,0.050,5212,0.358,0.434,0.634,0.167,5270,0.548,0.532,0.755,0.410,5225,JACUÍPE
2703601,Japaratinga,27,Alagoas,0.331,0.437,0.627,0.132,3587,0.414,0.490,0.700,0.207,4551,0.570,0.560,0.735,0.451,4841,JAPARATINGA
2703700,Jaramataia,27,Alagoas,0.221,0.381,0.488,0.058,5266,0.386,0.441,0.629,0.207,4960,0.552,0.532,0.701,0.451,5169,JARAMATAIA
2703759,Jequiá da Praia,27,Alagoas,0.260,0.431,0.537,0.076,4828,0.382,0.445,0.650,0.192,5017,0.556,0.517,0.772,0.430,5116,JEQUIÁ DA PRAIA
2703809,Joaquim Gomes,27,Alagoas,0.223,0.399,0.548,0.051,5251,0.349,0.440,0.634,0.152,5328,0.531,0.509,0.764,0.386,5390,JOAQUIM GOMES
2703908,Jundiá,27,Alagoas,0.278,0.453,0.500,0.095,4549,0.380,0.443,0.631,0.196,5047,0.562,0.573,0.715,0.434,5002,JUNDIÁ
2704005,Junqueiro,27,Alagoas,0.281,0.429,0.552,0.094,4491,0.426,0.482,0.674,0.238,4337,0.575,0.586,0.714,0.454,4742,JUNQUEIRO
2704104,Lagoa da Canoa,27,Alagoas,0.248,0.406,0.516,0.073,5009,0.383,0.435,0.634,0.204,4999,0.552,0.541,0.703,0.443,5169,LAGOA DA CANOA
2704203,Limoeiro de Anadia,27,Alagoas,0.214,0.394,0.516,0.048,5312,0.369,0.442,0.637,0.178,5175,0.580,0.575,0.742,0.457,4638,LIMOEIRO DE ANADIA
2704302,Maceió,27,Alagoas,0.507,0.649,0.594,0.339,682,0.584,0.689,0.667,0.433,1879,0.721,0.739,0.799,0.635,1266,MACEIÓ
2704401,Major Isidoro,27,Alagoas,0.281,0.437,0.516,0.098,4491,0.365,0.441,0.634,0.174,5207,0.566,0.566,0.755,0.424,4921,MAJOR ISIDORO
2704500,Maragogi,27,Alagoas,0.278,0.421,0.578,0.088,4549,0.419,0.465,0.714,0.222,4474,0.574,0.556,0.766,0.443,4764,MARAGOGI
2704609,Maravilha,27,Alagoas,0.300,0.367,0.555,0.132,4144,0.343,0.381,0.664,0.160,5362,0.569,0.539,0.742,0.460,4869,MARAVILHA
2704708,Marechal Deodoro,27,Alagoas,0.349,0.461,0.620,0.149,3286,0.463,0.536,0.700,0.265,3730,0.642,0.641,0.793,0.520,3254,MARECHAL DEODORO
2704807,Maribondo,27,Alagoas,0.327,0.465,0.575,0.131,3653,0.452,0.522,0.677,0.261,3890,0.597,0.581,0.751,0.487,4215,MARIBONDO
2704906,Mar Vermelho,27,Alagoas,0.274,0.403,0.584,0.087,4615,0.412,0.448,0.677,0.230,4582,0.577,0.540,0.766,0.465,4695,MAR VERMELHO
2705002,Mata Grande,27,Alagoas,0.253,0.381,0.547,0.078,4941,0.356,0.438,0.654,0.157,5288,0.504,0.506,0.685,0.369,5518,MATA GRANDE
2705101,Matriz de Camaragibe,27,Alagoas,0.332,0.410,0.567,0.157,3567,0.394,0.450,0.634,0.215,4842,0.584,0.541,0.777,0.473,4540,MATRIZ DE CAMARAGIBE
2705200,Messias,27,Alagoas,0.306,0.478,0.516,0.116,4041,0.379,0.474,0.646,0.178,5059,0.568,0.557,0.714,0.460,4884,MESSIAS
2705309,Minador do Negrão,27,Alagoas,0.263,0.415,0.552,0.079,4789,0.384,0.446,0.672,0.189,4986,0.563,0.541,0.767,0.430,4984,MINADOR DO NEGRÃO
2705408,Monteirópolis,27,Alagoas,0.251,0.368,0.488,0.088,4963,0.380,0.516,0.618,0.172,5047,0.539,0.497,0.710,0.443,5332,MONTEIRÓPOLIS
2705507,Murici,27,Alagoas,0.273,0.428,0.529,0.090,4632,0.391,0.477,0.615,0.204,4892,0.527,0.542,0.685,0.395,5416,MURICI
2705606,Novo Lino,27,Alagoas,0.281,0.491,0.479,0.094,4491,0.355,0.517,0.556,0.156,5297,0.521,0.546,0.690,0.375,5453,NOVO LINO
2705705,Olho D'Água das Flores,27,Alagoas,0.322,0.470,0.509,0.140,3747,0.405,0.511,0.633,0.206,4684,0.565,0.568,0.752,0.422,4941,OLHO D'ÁGUA DAS FLORES
2705804,Olho D'Água do Casado,27,Alagoas,0.259,0.461,0.516,0.073,4847,0.362,0.492,0.650,0.148,5234,0.525,0.527,0.785,0.350,5432,OLHO D'ÁGUA DO CASADO
2705903,Olho D'Água Grande,27,Alagoas,0.238,0.357,0.512,0.074,5128,0.368,0.404,0.654,0.188,5184,0.503,0.473,0.673,0.399,5520,OLHO D'ÁGUA GRANDE
2706000,Olivença,27,Alagoas,0.217,0.354,0.467,0.062,5295,0.301,0.375,0.569,0.128,5520,0.493,0.513,0.677,0.345,5539,OLIVENÇA
2706109,Ouro Branco,27,Alagoas,0.291,0.370,0.509,0.131,4315,0.396,0.444,0.626,0.223,4810,0.547,0.538,0.700,0.434,5244,OURO BRANCO
2706208,Palestina,27,Alagoas,0.317,0.377,0.488,0.173,3846,0.402,0.421,0.610,0.253,4725,0.558,0.505,0.735,0.467,5081,PALESTINA
2706307,Palmeira dos Índios,27,Alagoas,0.385,0.503,0.584,0.195,2739,0.482,0.543,0.717,0.287,3462,0.638,0.625,0.794,0.523,3333,PALMEIRA DOS ÍNDIOS
2706406,Pão de Açúcar,27,Alagoas,0.345,0.467,0.555,0.159,3345,0.434,0.495,0.664,0.249,4199,0.593,0.536,0.793,0.491,4309,PÃO DE AÇÚCAR
2706422,Pariconha,27,Alagoas,0.227,0.354,0.519,0.064,5225,0.350,0.409,0.618,0.170,5320,0.548,0.526,0.754,0.416,5225,PARICONHA
2706448,Paripueira,27,Alagoas,0.312,0.389,0.577,0.135,3933,0.423,0.490,0.642,0.240,4392,0.605,0.595,0.767,0.486,4029,PARIPUEIRA
2706505,Passo de Camaragibe,27,Alagoas,0.249,0.407,0.518,0.073,4992,0.382,0.452,0.618,0.200,5017,0.533,0.513,0.703,0.421,5370,PASSO DE CAMARAGIBE
2706604,Paulo Jacinto,27,Alagoas,0.282,0.365,0.537,0.114,4469,0.420,0.444,0.672,0.249,4452,0.589,0.551,0.732,0.507,4416,PAULO JACINTO
2706703,Penedo,27,Alagoas,0.411,0.516,0.559,0.240,2289,0.495,0.557,0.673,0.323,3300,0.630,0.602,0.774,0.536,3487,PENEDO
2706802,Piaçabuçu,27,Alagoas,0.316,0.475,0.559,0.119,3858,0.417,0.486,0.658,0.226,4504,0.572,0.538,0.727,0.479,4802,PIAÇABUÇU
2706901,Pilar,27,Alagoas,0.325,0.474,0.499,0.145,3697,0.418,0.505,0.634,0.228,4491,0.610,0.578,0.771,0.509,3902,PILAR
2707008,Pindoba,27,Alagoas,0.252,0.451,0.506,0.070,4953,0.355,0.441,0.648,0.156,5297,0.574,0.579,0.703,0.465,4764,PINDOBA
2707107,Piranhas,27,Alagoas,0.398,0.553,0.537,0.213,2536,0.432,0.558,0.667,0.217,4237,0.589,0.563,0.786,0.462,4416,PIRANHAS
2707206,Poço das Trincheiras,27,Alagoas,0.240,0.343,0.456,0.088,5104,0.313,0.347,0.575,0.154,5491,0.526,0.484,0.719,0.419,5426,POÇO DAS TRINCHEIRAS
2707305,Porto Calvo,27,Alagoas,0.322,0.472,0.594,0.119,3747,0.423,0.458,0.677,0.244,4392,0.586,0.558,0.723,0.498,4495,PORTO CALVO
2707404,Porto de Pedras,27,Alagoas,0.255,0.388,0.509,0.084,4920,0.344,0.405,0.634,0.159,5356,0.541,0.542,0.769,0.379,5306,PORTO DE PEDRAS
2707503,Porto Real do Colégio,27,Alagoas,0.274,0.403,0.479,0.106,4615,0.378,0.435,0.618,0.201,5074,0.551,0.513,0.758,0.431,5186,PORTO REAL DO COLÉGIO
2707602,Quebrangulo,27,Alagoas,0.300,0.430,0.553,0.113,4144,0.384,0.472,0.643,0.187,4986,0.559,0.536,0.775,0.421,5066,QUEBRANGULO
2707701,Rio Largo,27,Alagoas,0.389,0.496,0.594,0.200,2668,0.505,0.542,0.713,0.333,3161,0.643,0.616,0.788,0.547,3234,RIO LARGO
2707800,Roteiro,27,Alagoas,0.219,0.423,0.467,0.053,5282,0.339,0.448,0.541,0.161,5387,0.505,0.524,0.672,0.365,5515,ROTEIRO
2707909,Santa Luzia do Norte,27,Alagoas,0.375,0.483,0.516,0.212,2882,0.434,0.495,0.653,0.253,4199,0.597,0.580,0.770,0.477,4215,SANTA LUZIA DO NORTE
2708006,Santana do Ipanema,27,Alagoas,0.349,0.442,0.555,0.173,3286,0.425,0.508,0.638,0.237,4353,0.591,0.579,0.770,0.463,4372,SANTANA DO IPANEMA
2708105,Santana do Mundaú,27,Alagoas,0.266,0.417,0.531,0.085,4746,0.356,0.463,0.647,0.151,5288,0.519,0.513,0.752,0.362,5461,SANTANA DO MUNDAÚ
2708204,São Brás,27,Alagoas,0.304,0.383,0.572,0.128,4088,0.436,0.454,0.701,0.261,4168,0.572,0.533,0.732,0.480,4802,SÃO BRÁS
2708303,São José da Laje,27,Alagoas,0.304,0.445,0.527,0.120,4088,0.402,0.491,0.641,0.206,4725,0.573,0.574,0.755,0.434,4786,SÃO JOSÉ DA LAJE
2708402,São José da Tapera,27,Alagoas,0.204,0.332,0.433,0.059,5373,0.319,0.384,0.573,0.148,5468,0.527,0.508,0.703,0.409,5416,SÃO JOSÉ DA TAPERA
2708501,São Luís do Quitunde,27,Alagoas,0.267,0.438,0.622,0.070,4731,0.396,0.462,0.684,0.196,4810,0.536,0.550,0.701,0.400,5354,SÃO LUÍS DO QUITUNDE
2708600,São Miguel dos Campos,27,Alagoas,0.365,0.501,0.576,0.169,3047,0.506,0.563,0.718,0.320,3147,0.623,0.612,0.770,0.514,3631,SÃO MIGUEL DOS CAMPOS
2708709,São Miguel dos Milagres,27,Alagoas,0.337,0.411,0.638,0.146,3482,0.444,0.481,0.714,0.255,4029,0.591,0.545,0.752,0.504,4372,SÃO MIGUEL DOS MILAGRES
2708808,São Sebastião,27,Alagoas,0.246,0.400,0.488,0.076,5036,0.351,0.459,0.630,0.149,5316,0.549,0.537,0.714,0.432,5209,SÃO SEBASTIÃO
2708907,Satuba,27,Alagoas,0.416,0.515,0.620,0.225,2192,0.543,0.555,0.732,0.394,2620,0.660,0.619,0.794,0.585,2898,SATUBA
2708956,Senador Rui Palmeira,27,Alagoas,0.211,0.352,0.467,0.057,5323,0.299,0.368,0.592,0.123,5524,0.518,0.481,0.728,0.398,5467,SENADOR RUI PALMEIRA
2709004,Tanque D'Arca,27,Alagoas,0.260,0.397,0.537,0.082,4828,0.395,0.449,0.668,0.206,4824,0.555,0.531,0.748,0.430,5128,TANQUE D'ARCA
2709103,Taquarana,27,Alagoas,0.279,0.404,0.552,0.097,4532,0.375,0.442,0.669,0.178,5111,0.541,0.529,0.710,0.421,5306,TAQUARANA
2709152,Teotônio Vilela,27,Alagoas,0.253,0.443,0.496,0.074,4941,0.398,0.488,0.569,0.227,4778,0.564,0.549,0.700,0.466,4965,TEOTÔNIO VILELA
2709202,Traipu,27,Alagoas,0.248,0.315,0.509,0.095,5009,0.320,0.376,0.634,0.138,5464,0.532,0.499,0.765,0.395,5382,TRAIPU
2709301,União dos Palmares,27,Alagoas,0.312,0.463,0.558,0.118,3933,0.406,0.504,0.655,0.203,4666,0.593,0.590,0.764,0.462,4309,UNIÃO DOS PALMARES
2709400,Viçosa,27,Alagoas,0.306,0.452,0.506,0.125,4041,0.415,0.505,0.641,0.221,4536,0.586,0.554,0.758,0.478,4495,VIÇOSA
2800100,Amparo de São Francisco,28,Sergipe,0.314,0.397,0.504,0.155,3895,0.420,0.477,0.621,0.250,4452,0.611,0.569,0.728,0.550,3884,AMPARO DE SÃO FRANCISCO
2800209,Aquidabã,28,Sergipe,0.325,0.466,0.544,0.135,3697,0.428,0.497,0.613,0.257,4303,0.578,0.573,0.747,0.452,4670,AQUIDABÃ
2800308,Aracaju,28,Sergipe,0.545,0.669,0.639,0.379,276,0.648,0.719,0.729,0.519,663,0.770,0.784,0.823,0.708,227,ARACAJU
2800407,Arauá,28,Sergipe,0.308,0.466,0.534,0.117,4009,0.448,0.520,0.659,0.263,3959,0.595,0.550,0.783,0.490,4255,ARAUÁ
2800506,Areia Branca,28,Sergipe,0.293,0.460,0.620,0.088,4272,0.440,0.493,0.719,0.241,4099,0.579,0.579,0.773,0.434,4654,AREIA BRANCA
2800605,Barra dos Coqueiros,28,Sergipe,0.403,0.527,0.551,0.225,2449,0.527,0.559,0.681,0.385,2866,0.649,0.647,0.776,0.545,3136,BARRA DOS COQUEIROS
2800670,Boquim,28,Sergipe,0.376,0.528,0.551,0.182,2870,0.435,0.507,0.644,0.252,4184,0.604,0.581,0.771,0.492,4055,BOQUIM
2800704,Brejo Grande,28,Sergipe,0.284,0.415,0.504,0.109,4442,0.377,0.433,0.591,0.209,5089,0.540,0.515,0.701,0.435,5325,BREJO GRANDE
2801009,Campo do Brito,28,Sergipe,0.343,0.485,0.639,0.130,3377,0.468,0.530,0.746,0.259,3666,0.621,0.625,0.793,0.484,3680,CAMPO DO BRITO
2801108,Canhoba,28,Sergipe,0.318,0.431,0.559,0.134,3823,0.411,0.451,0.613,0.252,4601,0.569,0.553,0.722,0.462,4869,CANHOBA
2801207,Canindé de São Francisco,28,Sergipe,0.233,0.443,0.504,0.057,5180,0.381,0.507,0.621,0.176,5035,0.567,0.566,0.741,0.435,4903,CANINDÉ DE SÃO FRANCISCO
2801306,Capela,28,Sergipe,0.350,0.468,0.564,0.162,3277,0.444,0.479,0.629,0.291,4029,0.615,0.596,0.766,0.510,3796,CAPELA
2801405,Carira,28,Sergipe,0.268,0.480,0.534,0.075,4717,0.397,0.502,0.662,0.188,4798,0.588,0.581,0.791,0.442,4444,CARIRA
2801504,Carmópolis,28,Sergipe,0.404,0.507,0.593,0.219,2427,0.507,0.539,0.684,0.353,3133,0.643,0.623,0.783,0.546,3234,CARMÓPOLIS
2801603,Cedro de São João,28,Sergipe,0.445,0.495,0.639,0.278,1692,0.524,0.519,0.684,0.406,2902,0.623,0.608,0.731,0.543,3631,CEDRO DE SÃO JOÃO
2801702,Cristinápolis,28,Sergipe,0.279,0.445,0.562,0.087,4532,0.398,0.495,0.620,0.206,4778,0.553,0.540,0.755,0.414,5157,CRISTINÁPOLIS
2801900,Cumbe,28,Sergipe,0.316,0.436,0.603,0.120,3858,0.448,0.438,0.662,0.311,3959,0.604,0.576,0.748,0.512,4055,CUMBE
2802007,Divina Pastora,28,Sergipe,0.399,0.438,0.610,0.237,2516,0.436,0.471,0.662,0.266,4168,0.610,0.571,0.753,0.527,3902,DIVINA PASTORA
2802106,Estância,28,Sergipe,0.374,0.509,0.554,0.186,2897,0.479,0.551,0.681,0.292,3512,0.647,0.627,0.782,0.552,3172,ESTÂNCIA
2802205,Feira Nova,28,Sergipe,0.287,0.423,0.556,0.101,4383,0.432,0.444,0.647,0.281,4237,0.584,0.546,0.773,0.473,4540,FEIRA NOVA
2802304,Frei Paulo,28,Sergipe,0.367,0.497,0.627,0.158,3020,0.457,0.551,0.681,0.255,3824,0.589,0.623,0.768,0.428,4416,FREI PAULO
2802403,Gararu,28,Sergipe,0.249,0.410,0.520,0.072,4992,0.391,0.455,0.659,0.199,4892,0.564,0.544,0.783,0.422,4965,GARARU
2802502,General Maynard,28,Sergipe,0.410,0.448,0.627,0.246,2305,0.493,0.507,0.669,0.353,3325,0.645,0.609,0.776,0.567,3201,GENERAL MAYNARD
2802601,Gracho Cardoso,28,Sergipe,0.300,0.418,0.504,0.128,4144,0.458,0.485,0.621,0.318,3812,0.577,0.562,0.729,0.468,4695,GRACHO CARDOSO
2802700,Ilha das Flores,28,Sergipe,0.318,0.372,0.504,0.171,3823,0.421,0.451,0.606,0.273,4429,0.562,0.514,0.735,0.469,5002,ILHA DAS FLORES
2802809,Indiaroba,28,Sergipe,0.235,0.407,0.530,0.060,5158,0.380,0.453,0.629,0.193,5047,0.580,0.533,0.772,0.475,4638,INDIAROBA
2802908,Itabaiana,28,Sergipe,0.399,0.545,0.655,0.178,2516,0.481,0.565,0.715,0.276,3481,0.642,0.645,0.801,0.513,3254,ITABAIANA
2803005,Itabaianinha,28,Sergipe,0.267,0.420,0.537,0.084,4731,0.380,0.492,0.629,0.178,5047,0.556,0.555,0.761,0.407,5116,ITABAIANINHA
2803104,Itabi,28,Sergipe,0.341,0.467,0.568,0.149,3410,0.454,0.487,0.662,0.291,3858,0.602,0.569,0.748,0.512,4101,ITABI
2803203,Itaporanga D'Ajuda,28,Sergipe,0.260,0.402,0.551,0.079,4828,0.420,0.489,0.669,0.226,4452,0.561,0.548,0.779,0.414,5027,ITAPORANGA D'AJUDA
2803302,Japaratuba,28,Sergipe,0.371,0.461,0.545,0.203,2961,0.480,0.511,0.647,0.335,3498,0.621,0.581,0.757,0.544,3680,JAPARATUBA
2803401,Japoatã,28,Sergipe,0.284,0.413,0.550,0.101,4442,0.406,0.466,0.647,0.222,4666,0.560,0.551,0.700,0.455,5049,JAPOATÃ
2803500,Lagarto,28,Sergipe,0.341,0.505,0.550,0.143,3410,0.447,0.531,0.644,0.262,3975,0.625,0.613,0.775,0.515,3587,LAGARTO
2803609,Laranjeiras,28,Sergipe,0.354,0.460,0.527,0.183,3217,0.470,0.498,0.644,0.323,3636,0.642,0.589,0.772,0.582,3254,LARANJEIRAS
2803708,Macambira,28,Sergipe,0.311,0.437,0.639,0.108,3946,0.446,0.498,0.684,0.260,3990,0.583,0.573,0.728,0.474,4562,MACAMBIRA
2803807,Malhada dos Bois,28,Sergipe,0.360,0.424,0.564,0.195,3117,0.458,0.459,0.629,0.332,3812,0.599,0.560,0.722,0.531,4167,MALHADA DOS BOIS
2803906,Malhador,28,Sergipe,0.366,0.473,0.554,0.187,3037,0.453,0.501,0.659,0.282,3877,0.587,0.587,0.781,0.442,4467,MALHADOR
2804003,Maruim,28,Sergipe,0.361,0.459,0.561,0.182,3107,0.469,0.507,0.659,0.309,3651,0.618,0.590,0.781,0.511,3735,MARUIM
2804102,Moita Bonita,28,Sergipe,0.337,0.449,0.629,0.135,3482,0.459,0.500,0.756,0.256,3794,0.587,0.596,0.792,0.429,4467,MOITA BONITA
2804201,Monte Alegre de Sergipe,28,Sergipe,0.251,0.409,0.508,0.076,4963,0.390,0.466,0.613,0.208,4907,0.553,0.539,0.726,0.431,5157,MONTE ALEGRE DE SERGIPE
2804300,Muribeca,28,Sergipe,0.312,0.420,0.511,0.142,3933,0.440,0.487,0.644,0.272,4099,0.626,0.575,0.771,0.554,3561,MURIBECA
2804409,Neópolis,28,Sergipe,0.392,0.468,0.523,0.247,2625,0.465,0.512,0.609,0.322,3707,0.589,0.575,0.702,0.505,4416,NEÓPOLIS
2804458,Nossa Senhora Aparecida,28,Sergipe,0.266,0.426,0.560,0.079,4746,0.378,0.454,0.644,0.184,5074,0.577,0.577,0.774,0.430,4695,NOSSA SENHORA APARECIDA
2804508,Nossa Senhora da Glória,28,Sergipe,0.319,0.462,0.568,0.124,3808,0.432,0.536,0.620,0.242,4237,0.587,0.591,0.750,0.456,4467,NOSSA SENHORA DA GLÓRIA
2804607,Nossa Senhora das Dores,28,Sergipe,0.342,0.486,0.600,0.137,3390,0.441,0.507,0.659,0.256,4079,0.600,0.579,0.749,0.497,4144,NOSSA SENHORA DAS DORES
2804706,Nossa Senhora de Lourdes,28,Sergipe,0.340,0.502,0.504,0.156,3430,0.459,0.530,0.606,0.302,3794,0.598,0.560,0.719,0.532,4198,NOSSA SENHORA DE LOURDES
2804805,Nossa Senhora do Socorro,28,Sergipe,0.396,0.485,0.655,0.195,2576,0.510,0.543,0.695,0.351,3100,0.664,0.620,0.811,0.581,2802,NOSSA SENHORA DO SOCORRO
2804904,Pacatuba,28,Sergipe,0.281,0.403,0.550,0.100,4491,0.368,0.412,0.647,0.187,5184,0.555,0.514,0.731,0.454,5128,PACATUBA
2805000,Pedra Mole,28,Sergipe,0.292,0.416,0.508,0.118,4297,0.450,0.493,0.629,0.294,3930,0.593,0.599,0.698,0.499,4309,PEDRA MOLE
2805109,Pedrinhas,28,Sergipe,0.368,0.473,0.562,0.188,3006,0.425,0.486,0.620,0.255,4353,0.592,0.568,0.750,0.486,4331,PEDRINHAS
2805208,Pinhão,28,Sergipe,0.313,0.436,0.560,0.126,3914,0.432,0.494,0.622,0.263,4237,0.583,0.580,0.711,0.480,4562,PINHÃO
2805307,Pirambu,28,Sergipe,0.379,0.456,0.585,0.204,2818,0.460,0.535,0.647,0.282,3771,0.603,0.558,0.764,0.515,4081,PIRAMBU
2805406,Poço Redondo,28,Sergipe,0.228,0.390,0.504,0.060,5220,0.363,0.412,0.627,0.185,5226,0.529,0.519,0.760,0.376,5402,POÇO REDONDO
2805505,Poço Verde,28,Sergipe,0.287,0.419,0.530,0.106,4383,0.421,0.485,0.647,0.237,4429,0.561,0.563,0.751,0.417,5027,POÇO VERDE
2805604,Porto da Folha,28,Sergipe,0.256,0.403,0.481,0.087,4903,0.387,0.435,0.609,0.219,4945,0.568,0.537,0.739,0.462,4884,PORTO DA FOLHA
2805703,Propriá,28,Sergipe,0.423,0.515,0.554,0.266,2083,0.551,0.573,0.695,0.421,2480,0.661,0.629,0.776,0.593,2870,PROPRIÁ
2805802,Riachão do Dantas,28,Sergipe,0.253,0.431,0.517,0.073,4941,0.385,0.445,0.644,0.199,4973,0.539,0.527,0.781,0.381,5332,RIACHÃO DO DANTAS
2805901,Riachuelo,28,Sergipe,0.384,0.466,0.628,0.194,2750,0.480,0.500,0.669,0.331,3498,0.617,0.591,0.766,0.520,3756,RIACHUELO
2806008,Ribeirópolis,28,Sergipe,0.364,0.477,0.628,0.161,3058,0.466,0.539,0.669,0.281,3686,0.613,0.610,0.769,0.490,3847,RIBEIRÓPOLIS
2806107,Rosário do Catete,28,Sergipe,0.388,0.488,0.527,0.227,2688,0.492,0.538,0.627,0.352,3340,0.631,0.603,0.731,0.571,3469,ROSÁRIO DO CATETE
2806206,Salgado,28,Sergipe,0.297,0.446,0.520,0.113,4205,0.428,0.492,0.659,0.241,4303,0.609,0.588,0.789,0.486,3927,SALGADO
2806305,Santa Luzia do Itanhy,28,Sergipe,0.241,0.383,0.508,0.072,5078,0.349,0.416,0.629,0.162,5328,0.545,0.513,0.764,0.414,5268,SANTA LUZIA DO ITANHY
2806404,Santana do São Francisco,28,Sergipe,0.289,0.419,0.504,0.114,4346,0.419,0.445,0.596,0.277,4474,0.590,0.544,0.716,0.526,4395,SANTANA DO SÃO FRANCISCO
2806503,Santa Rosa de Lima,28,Sergipe,0.258,0.425,0.610,0.066,4866,0.448,0.475,0.662,0.286,3959,0.592,0.527,0.766,0.514,4331,SANTA ROSA DE LIMA
2806602,Santo Amaro das Brotas,28,Sergipe,0.329,0.417,0.628,0.136,3619,0.496,0.503,0.695,0.348,3279,0.637,0.613,0.778,0.543,3357,SANTO AMARO DAS BROTAS
2806701,São Cristóvão,28,Sergipe,0.403,0.494,0.654,0.203,2449,0.529,0.560,0.719,0.368,2825,0.662,0.624,0.800,0.581,2846,SÃO CRISTÓVÃO
2806800,São Domingos,28,Sergipe,0.272,0.451,0.518,0.086,4649,0.402,0.479,0.627,0.216,4725,0.588,0.572,0.756,0.471,4444,SÃO DOMINGOS
2806909,São Francisco,28,Sergipe,0.367,0.486,0.545,0.186,3020,0.444,0.485,0.647,0.279,4029,0.587,0.564,0.732,0.490,4467,SÃO FRANCISCO
2807006,São Miguel do Aleixo,28,Sergipe,0.273,0.439,0.610,0.076,4632,0.383,0.457,0.659,0.187,4999,0.567,0.571,0.753,0.424,4903,SÃO MIGUEL DO ALEIXO
2807105,Simão Dias,28,Sergipe,0.315,0.465,0.504,0.133,3876,0.423,0.492,0.644,0.239,4392,0.604,0.579,0.775,0.492,4055,SIMÃO DIAS
2807204,Siriri,28,Sergipe,0.322,0.445,0.530,0.142,3747,0.472,0.502,0.662,0.316,3609,0.609,0.565,0.740,0.541,3927,SIRIRI
2807303,Telha,28,Sergipe,0.335,0.417,0.504,0.179,3521,0.453,0.482,0.582,0.332,3877,0.604,0.564,0.722,0.542,4055,TELHA
2807402,Tobias Barreto,28,Sergipe,0.290,0.469,0.504,0.103,4335,0.407,0.517,0.573,0.227,4655,0.557,0.609,0.702,0.404,5098,TOBIAS BARRETO
2807501,Tomar do Geru,28,Sergipe,0.244,0.416,0.537,0.065,5058,0.350,0.428,0.620,0.161,5320,0.551,0.520,0.746,0.432,5186,TOMAR DO GERU
2807600,Umbaúba,28,Sergipe,0.292,0.496,0.533,0.094,4297,0.408,0.497,0.591,0.232,4637,0.579,0.567,0.719,0.476,4654,UMBAÚBA
2900108,Abaíra,29,Bahia,0.352,0.456,0.636,0.150,3244,0.495,0.520,0.715,0.326,3300,0.603,0.577,0.746,0.510,4081,ABAÍRA
2900207,Abaré,29,Bahia,0.332,0.464,0.536,0.147,3567,0.422,0.488,0.642,0.240,4407,0.575,0.533,0.776,0.460,4742,ABARÉ
2900306,Acajutiba,29,Bahia,0.285,0.441,0.487,0.108,4417,0.422,0.477,0.597,0.264,4407,0.582,0.560,0.723,0.487,4590,ACAJUTIBA
2900355,Adustina,29,Bahia,0.206,0.424,0.468,0.044,5359,0.347,0.492,0.584,0.146,5349,0.546,0.526,0.718,0.432,5253,ADUSTINA
2900405,Água Fria,29,Bahia,0.230,0.357,0.522,0.065,5202,0.382,0.427,0.627,0.208,5017,0.550,0.529,0.747,0.422,5194,ÁGUA FRIA
2900504,Érico Cardoso,29,Bahia,0.285,0.403,0.638,0.090,4417,0.379,0.467,0.670,0.174,5059,0.584,0.558,0.758,0.471,4540,ÉRICO CARDOSO
2900603,Aiquara,29,Bahia,0.293,0.453,0.561,0.099,4272,0.436,0.505,0.628,0.261,4168,0.583,0.573,0.733,0.471,4562,AIQUARA
2900702,Alagoinhas,29,Bahia,0.452,0.568,0.610,0.266,1554,0.550,0.613,0.672,0.404,2497,0.683,0.681,0.790,0.592,2359,ALAGOINHAS
2900801,Alcobaça,29,Bahia,0.272,0.459,0.563,0.078,4649,0.453,0.543,0.631,0.271,3877,0.608,0.611,0.771,0.476,3957,ALCOBAÇA
2900900,Almadina,29,Bahia,0.261,0.373,0.621,0.077,4812,0.405,0.487,0.657,0.207,4684,0.563,0.563,0.751,0.421,4984,ALMADINA
2901007,Amargosa,29,Bahia,0.375,0.473,0.598,0.186,2882,0.487,0.552,0.666,0.314,3398,0.625,0.616,0.807,0.492,3587,AMARGOSA
2901106,Amélia Rodrigues,29,Bahia,0.379,0.483,0.561,0.201,2818,0.513,0.552,0.673,0.363,3064,0.666,0.609,0.810,0.600,2759,AMÉLIA RODRIGUES
2901155,América Dourada,29,Bahia,0.290,0.427,0.485,0.118,4335,0.391,0.453,0.618,0.213,4892,0.561,0.506,0.751,0.464,5027,AMÉRICA DOURADA
2901205,Anagé,29,Bahia,0.191,0.385,0.586,0.031,5436,0.308,0.431,0.649,0.104,5506,0.540,0.549,0.771,0.371,5325,ANAGÉ
2901304,Andaraí,29,Bahia,0.279,0.462,0.512,0.092,4532,0.375,0.488,0.641,0.168,5111,0.555,0.540,0.764,0.415,5128,ANDARAÍ
2901353,Andorinha,29,Bahia,0.206,0.416,0.481,0.044,5359,0.383,0.471,0.613,0.195,4999,0.588,0.586,0.731,0.474,4444,ANDORINHA
2901403,Angical,29,Bahia,0.312,0.432,0.642,0.110,3933,0.426,0.462,0.687,0.244,4337,0.625,0.564,0.778,0.556,3587,ANGICAL
